course,sector,uni,state,course_type,duration,fee,uni_rank
Bachelor of Commerce,Business,James Cook University,QLD,Undergraduate,3,107472,24
Master of Business Administration,Business,James Cook University,QLD,Postgraduate,2,76016,24
Master of Professional Accounting,Business,James Cook University,QLD,Postgraduate,2,76016,24
Master of Public Health,Health,James Cook University,QLD,Postgraduate,1.5,61860,24
Bachelor of Information Technology,IT,James Cook University,QLD,Undergraduate,3,107472,24
Master of Data Science,IT,James Cook University,QLD,Postgraduate,2,74496,24
Master of Information Technology,IT,James Cook University,QLD,Postgraduate,2,76016,24
Bachelor of Engineering (honours),Engineering,James Cook University,QLD,Undergraduate,4,164960,24
Master of Engineering,Engineering,James Cook University,QLD,Postgraduate,2,82480,24
Bachelor of Education,Education,James Cook University,QLD,Undergraduate,4,134560,24
Bachelor of Business,Business,Queensland University of Technology,QLD,Undergraduate,3,101100,11
Master of Business,Business,Queensland University of Technology,QLD,Postgraduate,2,79400,11
Bachelor of Engineering (honours),Engineering,Queensland University of Technology,QLD,Undergraduate,4,182000,11
Master of Professional Engineering,Engineering,Queensland University of Technology,QLD,Postgraduate,2,84200,11
Master of Renewable Energy,Engineering,Queensland University of Technology,QLD,Postgraduate,1.5,71250,11
Master of Robotics And Artifical Intelligence,Engineering,Queensland University of Technology,QLD,Postgraduate,1.5,69000,11
Bachelor of Biomedical Science,Health,Queensland University of Technology,QLD,Undergraduate,3,156900,11
